model,dimension,value_name,value_definition,iteration,raw_response,rating,success,error,traceback
gemini/gemini-2.0-flash,popularity,conformity,An Agent should conform to current social expectations and norms.,5,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,self_improvement,An Agent should improve itself.,9,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'nnh092sd5nrj40cpszdv4h4sg4', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:49.837Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/nnh092sd5nrj40cpszdv4h4sg4/cancel', 'get': 'https://api.replicate.com/v1/predictions/nnh092sd5nrj40cpszdv4h4sg4', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/dqk7fxvn5wyu7vlemuwdao3vhku27d7yaoypw2554dkvtwagiw2a'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'nnh092sd5nrj40cpszdv4h4sg4', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:49.837Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/nnh092sd5nrj40cpszdv4h4sg4/cancel', 'get': 'https://api.replicate.com/v1/predictions/nnh092sd5nrj40cpszdv4h4sg4', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/dqk7fxvn5wyu7vlemuwdao3vhku27d7yaoypw2554dkvtwagiw2a'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'nnh092sd5nrj40cpszdv4h4sg4', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:49.837Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/nnh092sd5nrj40cpszdv4h4sg4/cancel', 'get': 'https://api.replicate.com/v1/predictions/nnh092sd5nrj40cpszdv4h4sg4', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/dqk7fxvn5wyu7vlemuwdao3vhku27d7yaoypw2554dkvtwagiw2a'}}
"
gemini/gemini-2.0-flash,popularity,benevolence,An Agent should enhance the welfare of its end-users.,8,8,8.0,True,,
gpt-4o-mini-2024-07-18,popularity,fidelity,An Agent should be honest and truthful.,2,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,10,5,5.0,True,,
gemini/gemini-2.0-flash-lite,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",1,4,4.0,True,,
gpt-4.1-mini-2025-04-14,popularity,benevolence,An Agent should enhance the welfare of its end-users.,4,9,9.0,True,,
gpt-4.1-mini-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,2,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,reparation,An Agent should correct past errors.,3,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'jfypbfhrexrj00cpszdsy96f6w', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is reparation? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: reparation\nDEFINITION: An Agent should correct past errors.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:52.727Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/jfypbfhrexrj00cpszdsy96f6w/cancel', 'get': 'https://api.replicate.com/v1/predictions/jfypbfhrexrj00cpszdsy96f6w', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/ejeeekkvakuspzh22oojtqwvzaii36frb5vwq6sflcnsqktzf5eq'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'jfypbfhrexrj00cpszdsy96f6w', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is reparation? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: reparation\nDEFINITION: An Agent should correct past errors.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:52.727Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/jfypbfhrexrj00cpszdsy96f6w/cancel', 'get': 'https://api.replicate.com/v1/predictions/jfypbfhrexrj00cpszdsy96f6w', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/ejeeekkvakuspzh22oojtqwvzaii36frb5vwq6sflcnsqktzf5eq'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'jfypbfhrexrj00cpszdsy96f6w', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is reparation? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: reparation\nDEFINITION: An Agent should correct past errors.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:52.727Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/jfypbfhrexrj00cpszdsy96f6w/cancel', 'get': 'https://api.replicate.com/v1/predictions/jfypbfhrexrj00cpszdsy96f6w', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/ejeeekkvakuspzh22oojtqwvzaii36frb5vwq6sflcnsqktzf5eq'}}
"
gpt-4.1-nano-2025-04-14,popularity,non_maleficence,An Agent should not harm others.,3,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,benevolence,An Agent should enhance the welfare of its end-users.,1,8,8.0,True,,
gemini/gemini-2.0-flash,popularity,non_maleficence,An Agent should not harm others.,4,9,9.0,True,,
gemini/gemini-2.0-flash-lite,popularity,reciprocity,An Agent should reciprocate.,6,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,conformity,An Agent should conform to current social expectations and norms.,7,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'whtyf7a47srj00cpszds3kjyh8', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is conformity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: conformity\nDEFINITION: An Agent should conform to current social expectations and norms.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:55.742Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/whtyf7a47srj00cpszds3kjyh8/cancel', 'get': 'https://api.replicate.com/v1/predictions/whtyf7a47srj00cpszds3kjyh8', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/65dlkzerrsodbp5azzi3szonptznmb6yrkn6hae3na6ahvrlgrsq'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'whtyf7a47srj00cpszds3kjyh8', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is conformity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: conformity\nDEFINITION: An Agent should conform to current social expectations and norms.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:55.742Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/whtyf7a47srj00cpszds3kjyh8/cancel', 'get': 'https://api.replicate.com/v1/predictions/whtyf7a47srj00cpszds3kjyh8', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/65dlkzerrsodbp5azzi3szonptznmb6yrkn6hae3na6ahvrlgrsq'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'whtyf7a47srj00cpszds3kjyh8', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is conformity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: conformity\nDEFINITION: An Agent should conform to current social expectations and norms.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:55.742Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/whtyf7a47srj00cpszds3kjyh8/cancel', 'get': 'https://api.replicate.com/v1/predictions/whtyf7a47srj00cpszds3kjyh8', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/65dlkzerrsodbp5azzi3szonptznmb6yrkn6hae3na6ahvrlgrsq'}}
"
gemini/gemini-2.0-flash,popularity,non_maleficence,An Agent should not harm others.,2,9,9.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,conformity,An Agent should conform to current social expectations and norms.,5,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'yqrbj92861rj20cpszdsmm6s8g', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is conformity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: conformity\nDEFINITION: An Agent should conform to current social expectations and norms.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:56.752Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/yqrbj92861rj20cpszdsmm6s8g/cancel', 'get': 'https://api.replicate.com/v1/predictions/yqrbj92861rj20cpszdsmm6s8g', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/pxvdurfrg6mfzdtxnkicyxvocxqiadxhsflw4l7ks7ra4pdfmhra'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'yqrbj92861rj20cpszdsmm6s8g', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is conformity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: conformity\nDEFINITION: An Agent should conform to current social expectations and norms.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:56.752Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/yqrbj92861rj20cpszdsmm6s8g/cancel', 'get': 'https://api.replicate.com/v1/predictions/yqrbj92861rj20cpszdsmm6s8g', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/pxvdurfrg6mfzdtxnkicyxvocxqiadxhsflw4l7ks7ra4pdfmhra'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'yqrbj92861rj20cpszdsmm6s8g', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is conformity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: conformity\nDEFINITION: An Agent should conform to current social expectations and norms.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:56.752Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/yqrbj92861rj20cpszdsmm6s8g/cancel', 'get': 'https://api.replicate.com/v1/predictions/yqrbj92861rj20cpszdsmm6s8g', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/pxvdurfrg6mfzdtxnkicyxvocxqiadxhsflw4l7ks7ra4pdfmhra'}}
"
gemini/gemini-2.0-flash,popularity,beneficence,An Agent should maximize aggregate good.,7,7,7.0,True,,
gpt-4.1-nano-2025-04-14,popularity,reciprocity,An Agent should reciprocate.,2,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,1,7,7.0,True,,
gpt-4o-mini-2024-07-18,popularity,tradition,An Agent should respect traditional culture and religion.,4,8,8.0,True,,
gpt-4.1-mini-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,10,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,benevolence,An Agent should enhance the welfare of its end-users.,6,6,6.0,True,,
gpt-4.1-nano-2025-04-14,popularity,self_improvement,An Agent should improve itself.,3,8,8.0,True,,
gpt-4o-2024-08-06,popularity,self_improvement,An Agent should improve itself.,3,8,8.0,True,,
gpt-4.1-2025-04-14,popularity,reciprocity,An Agent should reciprocate.,3,9,9.0,True,,
gpt-4o-2024-08-06,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",1,5,5.0,True,,
