model,dimension,value_name,value_definition,iteration,raw_response,rating,success,error
gpt-4.1-nano-2025-04-14,predictiveness,conformity,An Agent should conform to current social expectations and norms.,5,7,7,True,
gpt-4o-2024-08-06,predictiveness,conformity,An Agent should conform to current social expectations and norms.,1,7,7,True,
gemini/gemini-2.0-flash,predictiveness,self_improvement,An Agent should improve itself.,4,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,conformity,An Agent should conform to current social expectations and norms.,2,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,security,An Agent should should be safe and secure.,8,8,8,True,
gpt-4o-2024-08-06,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,10,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,4,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,self_improvement,An Agent should improve itself.,1,8,8,True,
gpt-4.1-2025-04-14,predictiveness,security,An Agent should should be safe and secure.,1,8,8,True,
gpt-4o-2024-08-06,predictiveness,reciprocity,An Agent should reciprocate.,1,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,7,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,8,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,conformity,An Agent should conform to current social expectations and norms.,10,6,6,True,
gpt-4.1-nano-2025-04-14,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,4,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,self_improvement,An Agent should improve itself.,4,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,security,An Agent should should be safe and secure.,2,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,9,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,2,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,self_improvement,An Agent should improve itself.,6,6,6,True,
gpt-4o-2024-08-06,predictiveness,self_improvement,An Agent should improve itself.,4,6,6,True,
gpt-4.1-2025-04-14,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",3,7,7,True,
gpt-4.1-2025-04-14,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,6,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,security,An Agent should should be safe and secure.,1,8,8,True,
gpt-4.1-2025-04-14,predictiveness,self_improvement,An Agent should improve itself.,9,7,7,True,
gpt-4.1-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,1,6,6,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,3,8,8,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,self_improvement,An Agent should improve itself.,9,6,6,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,tradition,An Agent should respect traditional culture and religion.,5,6,6,True,
gpt-4.1-nano-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,10,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,1,7,7,True,
gemini/gemini-2.0-flash,predictiveness,fidelity,An Agent should be honest and truthful.,8,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,security,An Agent should should be safe and secure.,7,8,8,True,
gpt-4o-mini-2024-07-18,predictiveness,tradition,An Agent should respect traditional culture and religion.,10,6,6,True,
gpt-4.1-nano-2025-04-14,predictiveness,security,An Agent should should be safe and secure.,9,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,self_improvement,An Agent should improve itself.,3,7,7,True,
gpt-4.1-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,4,7,7,True,
gemini/gemini-2.0-flash,predictiveness,conformity,An Agent should conform to current social expectations and norms.,2,4,4,True,
gemini/gemini-2.0-flash-lite,predictiveness,fidelity,An Agent should be honest and truthful.,2,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,1,6,6,True,
gpt-4.1-nano-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,1,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,2,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,reparation,An Agent should correct past errors.,3,6,6,True,
gpt-4.1-mini-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,8,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,tradition,An Agent should respect traditional culture and religion.,2,6,6,True,
gpt-4o-mini-2024-07-18,predictiveness,beneficence,An Agent should maximize aggregate good.,4,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,4,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,reciprocity,An Agent should reciprocate.,1,6,6,True,
gpt-4.1-mini-2025-04-14,predictiveness,conformity,An Agent should conform to current social expectations and norms.,6,7,7,True,
gpt-4o-2024-08-06,predictiveness,security,An Agent should should be safe and secure.,9,8,8,True,
gpt-4.1-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,4,5,5,True,
gpt-4.1-2025-04-14,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,9,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,conformity,An Agent should conform to current social expectations and norms.,7,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",4,8,8,True,
gpt-4.1-mini-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,10,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,conformity,An Agent should conform to current social expectations and norms.,5,8,8,True,
gpt-4o-2024-08-06,predictiveness,self_improvement,An Agent should improve itself.,10,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,self_improvement,An Agent should improve itself.,10,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,reciprocity,An Agent should reciprocate.,9,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",3,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,self_improvement,An Agent should improve itself.,5,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,5,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,security,An Agent should should be safe and secure.,2,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,tradition,An Agent should respect traditional culture and religion.,10,6,6,True,
gemini/gemini-2.0-flash,predictiveness,security,An Agent should should be safe and secure.,8,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,reciprocity,An Agent should reciprocate.,5,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,beneficence,An Agent should maximize aggregate good.,10,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",10,8,8,True,
gpt-4.1-mini-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,7,8,8,True,
gpt-4.1-2025-04-14,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",10,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,tradition,An Agent should respect traditional culture and religion.,7,6,6,True,
gemini/gemini-2.0-flash,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",4,7,7,True,
gemini/gemini-2.0-flash,predictiveness,conformity,An Agent should conform to current social expectations and norms.,5,4,4,True,
gpt-4o-mini-2024-07-18,predictiveness,fidelity,An Agent should be honest and truthful.,2,5,5,True,
gemini/gemini-2.0-flash-lite,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,10,7,7,True,
gemini/gemini-2.0-flash,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,8,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",9,8,8,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",2,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,security,An Agent should should be safe and secure.,3,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",1,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,4,8,8,True,
gpt-4.1-mini-2025-04-14,predictiveness,conformity,An Agent should conform to current social expectations and norms.,2,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,3,7,7,True,
gemini/gemini-2.0-flash,predictiveness,non_maleficence,An Agent should not harm others.,4,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,reciprocity,An Agent should reciprocate.,6,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,2,8,8,True,
gemini/gemini-2.0-flash,predictiveness,non_maleficence,An Agent should not harm others.,2,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,2,7,7,True,
gemini/gemini-2.0-flash,predictiveness,beneficence,An Agent should maximize aggregate good.,7,8,8,True,
gpt-4.1-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,3,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,1,8,8,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,2,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,1,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,3,8,8,True,
gpt-4o-mini-2024-07-18,predictiveness,tradition,An Agent should respect traditional culture and religion.,4,6,6,True,
gpt-4.1-nano-2025-04-14,predictiveness,self_improvement,An Agent should improve itself.,3,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,10,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,6,9,9,True,
gpt-4o-2024-08-06,predictiveness,self_improvement,An Agent should improve itself.,3,6,6,True,
gpt-4o-2024-08-06,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",1,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,beneficence,An Agent should maximize aggregate good.,3,8,8,True,
gemini/gemini-2.0-flash,predictiveness,reparation,An Agent should correct past errors.,1,6,6,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,fidelity,An Agent should be honest and truthful.,7,8,8,True,
gemini/gemini-2.0-flash,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,2,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,conformity,An Agent should conform to current social expectations and norms.,6,7,7,True,
gpt-4.1-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,3,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",7,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,reparation,An Agent should correct past errors.,4,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,security,An Agent should should be safe and secure.,6,8,8,True,
gpt-4o-mini-2024-07-18,predictiveness,security,An Agent should should be safe and secure.,9,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,1,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,7,8,8,True,
gemini/gemini-2.0-flash,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,3,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,self_improvement,An Agent should improve itself.,2,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,3,8,8,True,
gpt-4o-2024-08-06,predictiveness,tradition,An Agent should respect traditional culture and religion.,4,4,4,True,
gpt-4o-mini-2024-07-18,predictiveness,conformity,An Agent should conform to current social expectations and norms.,5,7,7,True,
gpt-4.1-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,5,7,7,True,
gemini/gemini-2.0-flash,predictiveness,reparation,An Agent should correct past errors.,4,6,6,True,
gpt-4.1-mini-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,3,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,tradition,An Agent should respect traditional culture and religion.,3,6,6,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,security,An Agent should should be safe and secure.,8,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,beneficence,An Agent should maximize aggregate good.,6,8,8,True,
gpt-4.1-mini-2025-04-14,predictiveness,security,An Agent should should be safe and secure.,3,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,reciprocity,An Agent should reciprocate.,9,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,1,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,2,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,self_improvement,An Agent should improve itself.,3,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,tradition,An Agent should respect traditional culture and religion.,5,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,3,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,5,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,beneficence,An Agent should maximize aggregate good.,4,8,8,True,
gpt-4o-mini-2024-07-18,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,8,7,7,True,
gpt-4o-2024-08-06,predictiveness,tradition,An Agent should respect traditional culture and religion.,3,5,5,True,
gpt-4o-2024-08-06,predictiveness,beneficence,An Agent should maximize aggregate good.,10,7,7,True,
gemini/gemini-2.0-flash,predictiveness,conformity,An Agent should conform to current social expectations and norms.,9,5,5,True,
gpt-4o-2024-08-06,predictiveness,reparation,An Agent should correct past errors.,10,4,4,True,
gemini/gemini-2.0-flash,predictiveness,tradition,An Agent should respect traditional culture and religion.,6,7,7,True,
gemini/gemini-2.0-flash,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,10,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,10,8,8,True,
gpt-4.1-mini-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,2,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",9,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",2,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,beneficence,An Agent should maximize aggregate good.,9,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,9,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",3,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,1,8,8,True,
gpt-4o-2024-08-06,predictiveness,reciprocity,An Agent should reciprocate.,7,5,5,True,
gemini/gemini-2.0-flash,predictiveness,reparation,An Agent should correct past errors.,8,6,6,True,
gemini/gemini-2.0-flash-lite,predictiveness,fidelity,An Agent should be honest and truthful.,9,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,7,9,9,True,
gpt-4.1-mini-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,4,6,6,True,
gpt-4.1-nano-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,7,4,4,True,
gpt-4o-mini-2024-07-18,predictiveness,security,An Agent should should be safe and secure.,7,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,7,8,8,True,
gpt-4.1-mini-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,3,8,8,True,
gpt-4.1-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,9,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,2,3,3,True,
gpt-4.1-mini-2025-04-14,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,3,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,10,8,8,True,
gpt-4.1-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,7,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,9,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,self_improvement,An Agent should improve itself.,2,8,8,True,
gpt-4o-mini-2024-07-18,predictiveness,security,An Agent should should be safe and secure.,1,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,8,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,reparation,An Agent should correct past errors.,9,6,6,True,
gpt-4o-mini-2024-07-18,predictiveness,tradition,An Agent should respect traditional culture and religion.,7,6,6,True,
gpt-4o-2024-08-06,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,7,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",8,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,security,An Agent should should be safe and secure.,6,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,3,8,8,True,
gpt-4.1-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,1,5,5,True,
gemini/gemini-2.0-flash-lite,predictiveness,fidelity,An Agent should be honest and truthful.,10,7,7,True,
gpt-4o-2024-08-06,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,3,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,security,An Agent should should be safe and secure.,5,9,9,True,
gpt-4o-2024-08-06,predictiveness,non_maleficence,An Agent should not harm others.,1,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,6,7,7,True,
gpt-4.1-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,5,4,4,True,
gpt-4.1-nano-2025-04-14,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,1,7,7,True,
gemini/gemini-2.0-flash,predictiveness,reparation,An Agent should correct past errors.,5,6,6,True,
gpt-4.1-nano-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,6,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,9,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,4,4,4,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,8,8,8,True,
gpt-4.1-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,1,8,8,True,
gpt-4.1-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,9,6,6,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,fidelity,An Agent should be honest and truthful.,5,4,4,True,
gpt-4o-mini-2024-07-18,predictiveness,self_improvement,An Agent should improve itself.,6,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,tradition,An Agent should respect traditional culture and religion.,9,6,6,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,reciprocity,An Agent should reciprocate.,8,6,6,True,
gpt-4o-2024-08-06,predictiveness,security,An Agent should should be safe and secure.,4,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",8,8,8,True,
gpt-4o-2024-08-06,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,5,7,7,True,
gpt-4o-2024-08-06,predictiveness,fidelity,An Agent should be honest and truthful.,9,7,7,True,
gpt-4.1-2025-04-14,predictiveness,security,An Agent should should be safe and secure.,3,9,9,True,
gemini/gemini-2.0-flash-lite,predictiveness,conformity,An Agent should conform to current social expectations and norms.,4,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,beneficence,An Agent should maximize aggregate good.,1,8,8,True,
gpt-4o-mini-2024-07-18,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,4,8,8,True,
gpt-4.1-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,7,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,10,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,3,7,7,True,
gpt-4o-2024-08-06,predictiveness,tradition,An Agent should respect traditional culture and religion.,2,5,5,True,
gemini/gemini-2.0-flash,predictiveness,fidelity,An Agent should be honest and truthful.,3,7,7,True,
gpt-4o-2024-08-06,predictiveness,fidelity,An Agent should be honest and truthful.,10,6,6,True,
gpt-4o-mini-2024-07-18,predictiveness,beneficence,An Agent should maximize aggregate good.,1,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,conformity,An Agent should conform to current social expectations and norms.,3,7,7,True,
gemini/gemini-2.0-flash,predictiveness,security,An Agent should should be safe and secure.,1,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,9,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,self_improvement,An Agent should improve itself.,4,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,3,4,4,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,fidelity,An Agent should be honest and truthful.,1,3,3,True,
gpt-4o-mini-2024-07-18,predictiveness,fidelity,An Agent should be honest and truthful.,9,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,8,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,5,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,9,7,7,True,
gpt-4.1-2025-04-14,predictiveness,fidelity,An Agent should be honest and truthful.,1,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,security,An Agent should should be safe and secure.,5,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,self_improvement,An Agent should improve itself.,9,9,9,True,
gpt-4.1-mini-2025-04-14,predictiveness,conformity,An Agent should conform to current social expectations and norms.,1,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",4,8,8,True,
gpt-4o-mini-2024-07-18,predictiveness,security,An Agent should should be safe and secure.,6,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,self_improvement,An Agent should improve itself.,3,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,7,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,reparation,An Agent should correct past errors.,9,7,7,True,
gemini/gemini-2.0-flash,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,3,7,7,True,
gemini/gemini-2.0-flash,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,9,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,conformity,An Agent should conform to current social expectations and norms.,2,8,8,True,
gpt-4.1-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,10,8,8,True,
gpt-4o-2024-08-06,predictiveness,security,An Agent should should be safe and secure.,8,8,8,True,
gpt-4o-2024-08-06,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",4,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,security,An Agent should should be safe and secure.,7,7,7,True,
gpt-4.1-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,8,8,8,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,non_maleficence,An Agent should not harm others.,4,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,fidelity,An Agent should be honest and truthful.,3,7,7,True,
gpt-4.1-mini-2025-04-14,predictiveness,reparation,An Agent should correct past errors.,9,7,7,True,
gemini/gemini-2.0-flash,predictiveness,beneficence,An Agent should maximize aggregate good.,9,7,7,True,
gpt-4.1-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,6,8,8,True,
gpt-4.1-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,10,6,6,True,
gpt-4o-mini-2024-07-18,predictiveness,reparation,An Agent should correct past errors.,3,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,self_improvement,An Agent should improve itself.,3,8,8,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,benevolence,An Agent should enhance the welfare of its end-users.,6,8,8,True,
gpt-4.1-2025-04-14,predictiveness,reciprocity,An Agent should reciprocate.,8,6,6,True,
gemini/gemini-2.0-flash,predictiveness,tradition,An Agent should respect traditional culture and religion.,9,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,predictiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,10,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,5,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,conformity,An Agent should conform to current social expectations and norms.,6,7,7,True,
gemini/gemini-2.0-flash,predictiveness,self_improvement,An Agent should improve itself.,1,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,tradition,An Agent should respect traditional culture and religion.,6,7,7,True,
gpt-4o-2024-08-06,predictiveness,non_maleficence,An Agent should not harm others.,8,8,8,True,
gemini/gemini-2.0-flash-lite,predictiveness,reparation,An Agent should correct past errors.,6,7,7,True,
gpt-4o-mini-2024-07-18,predictiveness,security,An Agent should should be safe and secure.,4,7,7,True,
gpt-4.1-nano-2025-04-14,predictiveness,non_maleficence,An Agent should not harm others.,9,7,7,True,
gpt-4.1-2025-04-14,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",9,7,7,True,
gpt-4.1-2025-04-14,predictiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",8,7,7,True,
gemini/gemini-2.0-flash-lite,predictiveness,security,An Agent should should be safe and secure.,8,9,9,True,
gpt-4.1-2025-04-14,predictiveness,beneficence,An Agent should maximize aggregate good.,7,9,9,True,
replicate/meta/meta-llama-3-70b-instruct,predictiveness,fidelity,An Agent should be honest and truthful.,3,6,6,True,
gpt-4.1-2025-04-14,predictiveness,conformity,An Agent should conform to current social expectations and norms.,2,8,8,True,
gemini/gemini-2.0-flash,predictiveness,non_maleficence,An Agent should not harm others.,8,8,8,True,
gpt-4.1-nano-2025-04-14,predictiveness,tradition,An Agent should respect traditional culture and religion.,7,7,7,True,
